date,avg_temp_f,precip_in,is_rain,humidity_pct
2023-03-13,66.5,0.21,1,43.3
2023-03-14,65.4,0.0,0,38.8
2023-03-15,66.9,0.0,0,35.0
2023-03-16,72.3,0.0,0,35.0
2023-03-17,65.0,0.0,0,39.7
2023-03-18,62.4,2.29,1,35.0
2023-03-19,64.3,0.0,0,35.0
2023-03-20,68.8,0.67,1,38.7
2023-03-21,69.8,0.0,0,39.3
2023-03-22,60.4,0.0,0,35.0
2023-03-23,67.9,0.0,0,38.2
2023-03-24,63.6,0.0,0,39.3
2023-03-25,61.9,0.0,0,41.9
2023-03-26,66.5,0.0,0,35.0
2023-03-27,67.8,0.0,0,38.3
2023-03-28,62.2,0.0,0,43.5
2023-03-29,62.5,0.0,0,39.2
2023-03-30,70.3,0.0,0,40.5
2023-03-31,66.5,0.0,0,42.4
2023-04-01,65.8,0.0,0,37.0
2023-04-02,67.1,0.0,0,35.0
2023-04-03,70.5,0.0,0,44.0
2023-04-04,68.0,0.17,1,38.1
2023-04-05,62.9,0.0,0,45.5
2023-04-06,62.9,0.0,0,36.9
2023-04-07,65.3,0.0,0,35.4
2023-04-08,61.2,0.0,0,38.4
2023-04-09,64.9,0.0,0,48.0
2023-04-10,63.2,0.0,0,35.0
2023-04-11,64.3,0.0,0,41.6
2023-04-12,71.1,0.0,0,35.0
2023-04-13,73.5,0.0,0,42.1
2023-04-14,65.0,3.1,1,48.6
2023-04-15,69.6,1.46,1,37.2
2023-04-16,61.0,0.0,0,39.0
2023-04-17,64.6,0.0,0,46.1
2023-04-18,70.1,0.0,0,37.0
2023-04-19,67.2,0.0,0,41.2
2023-04-20,70.4,0.35,1,35.5
2023-04-21,71.9,0.0,0,37.5
2023-04-22,66.4,0.0,0,35.0
2023-04-23,71.1,0.0,0,35.0
2023-04-24,68.6,0.0,0,41.2
2023-04-25,70.5,1.79,1,46.2
2023-04-26,63.6,0.0,0,38.4
2023-04-27,72.2,0.37,1,40.5
2023-04-28,68.3,0.0,0,39.9
2023-04-29,72.9,0.0,0,41.0
2023-04-30,69.4,0.0,0,48.0
2023-05-01,68.2,0.9,1,40.7
2023-05-02,66.0,0.72,1,43.7
2023-05-03,70.4,2.17,1,40.2
2023-05-04,69.8,0.0,0,48.8
2023-05-05,67.4,1.58,1,37.0
2023-05-06,70.5,0.53,1,44.3
2023-05-07,64.5,0.0,0,44.8
2023-05-08,70.0,0.0,0,43.8
2023-05-09,70.3,0.69,1,36.7
2023-05-10,69.6,0.0,0,43.3
2023-05-11,67.3,0.0,0,46.5
2023-05-12,65.4,0.0,0,41.1
2023-05-13,70.0,0.88,1,38.1
2023-05-14,72.9,0.0,0,44.8
2023-05-15,74.8,0.0,0,49.0
2023-05-16,74.8,0.0,0,40.5
2023-05-17,72.4,0.79,1,47.5
2023-05-18,70.0,0.0,0,45.5
2023-05-19,76.7,0.0,0,47.4
2023-05-20,67.7,0.0,0,37.2
2023-05-21,66.4,0.0,0,57.4
2023-05-22,70.7,0.0,0,56.6
2023-05-23,78.4,0.0,0,44.1
2023-05-24,77.7,0.0,0,52.9
2023-05-25,75.1,0.0,0,50.1
2023-05-26,72.5,0.0,0,41.3
2023-05-27,74.9,0.47,1,44.5
2023-05-28,68.2,0.76,1,59.8
2023-05-29,72.4,0.99,1,53.6
2023-05-30,76.8,1.28,1,56.8
2023-05-31,76.4,0.0,0,46.4
2023-06-01,72.8,0.0,0,59.4
2023-06-02,68.9,0.0,0,50.8
2023-06-03,74.7,0.11,1,41.6
2023-06-04,76.6,0.0,0,44.0
2023-06-05,76.5,0.63,1,58.1
2023-06-06,74.9,0.0,0,58.4
2023-06-07,73.2,1.85,1,53.4
2023-06-08,78.6,0.81,1,64.7
2023-06-09,74.3,0.49,1,62.3
2023-06-10,74.8,0.0,0,58.9
2023-06-11,78.3,0.0,0,50.2
2023-06-12,75.8,0.0,0,55.5
2023-06-13,82.7,0.67,1,57.7
2023-06-14,76.9,1.6,1,62.0
2023-06-15,78.5,0.0,0,58.7
2023-06-16,82.1,0.0,0,57.6
2023-06-17,83.5,0.0,0,56.4
2023-06-18,71.9,0.0,0,60.0
2023-06-19,78.5,0.07,1,58.4
2023-06-20,72.7,0.0,0,64.4
2023-06-21,77.3,0.0,0,59.0
2023-06-22,78.7,0.0,0,48.7
2023-06-23,81.4,1.02,1,60.4
2023-06-24,86.1,1.04,1,56.7
2023-06-25,73.9,0.0,0,50.8
2023-06-26,85.7,0.0,0,63.4
2023-06-27,80.3,2.45,1,56.4
2023-06-28,79.3,0.0,0,65.5
2023-06-29,83.2,0.11,1,75.7
2023-06-30,78.1,0.96,1,58.9
2023-07-01,83.5,0.0,0,65.1
2023-07-02,77.0,2.08,1,61.3
2023-07-03,82.9,1.27,1,69.5
2023-07-04,82.7,0.51,1,56.7
2023-07-05,77.6,0.0,0,64.3
2023-07-06,79.9,0.95,1,68.8
2023-07-07,77.3,0.0,0,61.0
2023-07-08,82.0,0.57,1,63.8
2023-07-09,79.1,0.0,0,61.1
2023-07-10,80.7,1.0,1,69.6
2023-07-11,83.3,0.0,0,68.5
2023-07-12,82.7,0.0,0,70.1
2023-07-13,84.7,1.2,1,68.9
2023-07-14,89.0,1.11,1,68.8
2023-07-15,81.3,0.0,0,72.4
2023-07-16,80.7,0.31,1,73.6
2023-07-17,87.8,0.0,0,62.5
2023-07-18,85.0,0.0,0,70.3
2023-07-19,84.6,0.0,0,72.9
2023-07-20,85.7,0.0,0,68.3
2023-07-21,83.4,0.0,0,68.1
2023-07-22,83.0,0.49,1,61.9
2023-07-23,84.9,0.01,1,70.7
2023-07-24,88.9,0.48,1,58.4
2023-07-25,82.1,0.0,0,78.7
2023-07-26,88.4,1.02,1,69.8
2023-07-27,85.4,0.0,0,78.3
2023-07-28,86.2,0.0,0,62.3
2023-07-29,84.5,0.0,0,63.8
2023-07-30,87.4,0.0,0,72.9
2023-07-31,89.8,0.71,1,69.0
2023-08-01,86.3,0.0,0,71.6
2023-08-02,88.0,0.0,0,77.2
2023-08-03,84.8,2.21,1,61.5
2023-08-04,84.1,0.42,1,64.7
2023-08-05,88.9,0.0,0,67.7
2023-08-06,90.9,1.5,1,68.1
2023-08-07,87.4,0.0,0,75.9
2023-08-08,86.4,0.5,1,69.1
2023-08-09,83.5,0.0,0,78.2
2023-08-10,86.5,0.86,1,71.1
2023-08-11,81.3,0.0,0,76.9
2023-08-12,82.7,5.72,1,79.4
2023-08-13,87.2,0.0,0,75.1
2023-08-14,85.6,0.0,0,76.2
2023-08-15,82.9,0.0,0,65.9
2023-08-16,87.1,0.69,1,72.3
2023-08-17,89.0,1.3,1,75.6
2023-08-18,84.7,0.61,1,77.5
2023-08-19,87.2,0.76,1,76.0
2023-08-20,89.0,0.62,1,75.6
2023-08-21,87.1,0.0,0,67.3
2023-08-22,86.2,0.0,0,66.5
2023-08-23,84.8,0.0,0,80.2
2023-08-24,89.0,0.0,0,70.5
2023-08-25,88.0,0.0,0,73.9
2023-08-26,88.1,0.0,0,63.4
2023-08-27,89.7,0.44,1,77.1
2023-08-28,90.1,0.0,0,77.2
2023-08-29,89.2,0.08,1,71.9
2023-08-30,92.8,0.0,0,72.3
2023-08-31,85.6,0.0,0,75.4
2023-09-01,94.1,0.0,0,71.5
2023-09-02,87.3,0.0,0,73.6
2023-09-03,87.3,0.0,0,74.8
2023-09-04,86.8,0.68,1,81.3
2023-09-05,86.2,0.0,0,72.2
2023-09-06,95.7,0.45,1,78.4
2023-09-07,87.6,0.0,0,74.9
2023-09-08,88.8,1.94,1,75.3
2023-09-09,91.3,0.68,1,80.6
2023-09-10,88.8,0.0,0,67.4
2023-09-11,89.6,0.0,0,81.2
2023-09-12,96.6,0.0,0,78.5
2023-09-13,88.0,1.95,1,84.5
2023-09-14,87.0,0.0,0,71.7
2023-09-15,91.3,0.57,1,75.2
2023-09-16,86.5,0.0,0,68.7
2023-09-17,84.5,0.36,1,77.4
2023-09-18,90.7,0.83,1,72.5
2023-09-19,86.7,0.27,1,74.1
2023-09-20,89.9,1.5,1,67.1
2023-09-21,86.3,0.11,1,78.9
2023-09-22,91.6,1.31,1,81.2
2023-09-23,84.8,0.5,1,71.4
2023-09-24,87.0,0.0,0,62.2
2023-09-25,91.0,0.8,1,81.6
2023-09-26,94.3,0.34,1,65.0
2023-09-27,86.0,0.29,1,70.0
2023-09-28,86.6,0.23,1,73.6
2023-09-29,87.9,0.0,0,74.7
2023-09-30,91.9,0.64,1,69.1
2023-10-01,89.5,0.0,0,68.6
2023-10-02,88.6,0.23,1,80.5
2023-10-03,87.2,0.0,0,70.9
2023-10-04,89.7,0.0,0,79.2
2023-10-05,85.4,0.0,0,75.2
2023-10-06,89.5,0.0,0,79.6
2023-10-07,87.0,1.33,1,71.4
2023-10-08,86.3,0.33,1,74.3
2023-10-09,91.5,0.0,0,70.7
2023-10-10,89.8,0.0,0,75.2
2023-10-11,87.4,0.0,0,78.6
2023-10-12,88.1,0.0,0,68.5
2023-10-13,90.8,0.78,1,72.6
2023-10-14,90.5,0.0,0,71.2
2023-10-15,91.6,0.99,1,71.3
2023-10-16,88.2,0.0,0,71.3
2023-10-17,89.1,0.0,0,71.3
2023-10-18,91.5,0.61,1,74.8
2023-10-19,85.9,0.0,0,60.1
2023-10-20,89.3,0.0,0,74.8
2023-10-21,86.0,0.0,0,73.6
2023-10-22,88.1,0.0,0,72.3
2023-10-23,88.7,0.0,0,61.6
2023-10-24,84.1,0.0,0,72.1
2023-10-25,84.2,0.0,0,68.3
2023-10-26,81.8,0.0,0,75.8
2023-10-27,85.6,0.0,0,66.8
2023-10-28,86.6,0.0,0,73.7
2023-10-29,83.4,0.4,1,73.8
2023-10-30,85.5,0.0,0,66.7
2023-10-31,86.3,0.0,0,64.9
2023-11-01,89.3,0.0,0,75.5
2023-11-02,81.8,2.65,1,60.3
2023-11-03,92.2,0.94,1,74.4
2023-11-04,82.8,0.64,1,68.6
2023-11-05,83.0,0.0,0,54.7
2023-11-06,80.2,0.0,0,67.1
2023-11-07,85.4,0.0,0,70.3
2023-11-08,78.9,0.46,1,66.3
2023-11-09,89.1,0.28,1,53.0
2023-11-10,77.4,0.0,0,70.5
2023-11-11,86.7,0.41,1,59.4
2023-11-12,83.5,0.61,1,54.8
2023-11-13,79.4,0.0,0,57.0
2023-11-14,86.2,0.0,0,63.9
2023-11-15,80.8,0.0,0,63.6
2023-11-16,81.2,0.0,0,58.5
2023-11-17,79.2,1.16,1,61.4
2023-11-18,86.7,0.0,0,68.8
2023-11-19,83.7,1.03,1,55.0
2023-11-20,78.8,0.0,0,59.8
2023-11-21,80.5,0.0,0,68.3
2023-11-22,83.0,0.0,0,58.6
2023-11-23,80.3,0.1,1,69.2
2023-11-24,78.8,0.0,0,57.8
2023-11-25,86.1,0.0,0,59.5
2023-11-26,88.3,0.0,0,62.9
2023-11-27,85.7,0.0,0,48.7
2023-11-28,82.8,0.0,0,52.6
2023-11-29,81.1,0.0,0,59.2
2023-11-30,78.1,0.0,0,57.1
2023-12-01,79.0,0.0,0,60.5
2023-12-02,78.8,0.0,0,55.3
2023-12-03,79.1,0.0,0,57.2
2023-12-04,76.1,0.0,0,56.2
2023-12-05,80.6,0.0,0,59.9
2023-12-06,86.0,0.0,0,48.1
2023-12-07,78.5,0.0,0,60.7
2023-12-08,79.2,0.0,0,56.3
2023-12-09,78.4,0.0,0,50.6
2023-12-10,83.7,0.0,0,59.3
2023-12-11,72.8,0.0,0,52.5
2023-12-12,83.6,0.0,0,49.9
2023-12-13,78.4,0.0,0,57.0
2023-12-14,78.2,0.0,0,49.2
2023-12-15,73.3,0.0,0,45.0
2023-12-16,78.3,0.0,0,54.7
2023-12-17,74.9,0.45,1,53.7
2023-12-18,69.9,0.0,0,44.0
2023-12-19,76.0,0.0,0,54.3
2023-12-20,76.9,0.0,0,52.0
2023-12-21,79.2,2.35,1,47.7
2023-12-22,75.4,0.0,0,35.0
2023-12-23,77.3,0.0,0,51.0
2023-12-24,70.8,0.0,0,49.0
2023-12-25,80.8,0.0,0,50.1
2023-12-26,69.8,0.0,0,48.9
2023-12-27,80.1,0.0,0,53.3
2023-12-28,75.1,0.0,0,53.3
2023-12-29,72.9,0.0,0,47.4
2023-12-30,75.1,0.0,0,40.5
2023-12-31,77.2,0.0,0,37.8
2024-01-01,74.4,0.67,1,49.5
2024-01-02,73.9,0.0,0,45.8
2024-01-03,72.5,0.04,1,38.3
2024-01-04,73.8,1.57,1,43.7
2024-01-05,69.0,0.0,0,46.6
2024-01-06,77.6,0.0,0,45.5
2024-01-07,76.1,0.0,0,46.8
2024-01-08,71.8,0.0,0,41.8
2024-01-09,76.4,0.0,0,51.6
2024-01-10,76.1,0.0,0,35.1
2024-01-11,74.9,0.08,1,39.2
2024-01-12,79.2,0.0,0,44.7
2024-01-13,69.0,0.0,0,46.4
2024-01-14,67.3,0.0,0,42.0
2024-01-15,70.7,0.0,0,45.2
2024-01-16,77.0,0.0,0,43.4
2024-01-17,73.8,0.0,0,38.8
2024-01-18,70.8,0.0,0,42.9
2024-01-19,69.0,0.0,0,44.9
2024-01-20,84.3,0.0,0,59.3
2024-01-21,73.4,0.0,0,43.6
2024-01-22,69.7,0.37,1,35.0
2024-01-23,71.5,0.0,0,35.0
2024-01-24,72.7,0.0,0,45.4
2024-01-25,75.0,0.45,1,40.3
2024-01-26,70.0,0.0,0,35.0
2024-01-27,69.7,0.0,0,37.1
2024-01-28,70.3,0.0,0,39.2
2024-01-29,67.9,0.0,0,47.5
2024-01-30,69.4,1.26,1,35.0
2024-01-31,71.9,0.86,1,43.0
2024-02-01,67.0,0.0,0,49.1
2024-02-02,69.0,0.0,0,44.2
2024-02-03,67.9,0.0,0,37.3
2024-02-04,66.2,1.5,1,35.0
2024-02-05,67.6,0.0,0,39.9
2024-02-06,71.1,0.0,0,45.6
2024-02-07,70.9,0.0,0,39.6
2024-02-08,68.1,0.0,0,39.8
2024-02-09,74.9,1.19,1,35.0
2024-02-10,65.2,0.0,0,35.0
2024-02-11,70.4,0.0,0,42.1
2024-02-12,68.0,0.0,0,47.9
2024-02-13,63.6,0.0,0,47.8
2024-02-14,67.8,0.0,0,35.0
2024-02-15,68.3,0.0,0,41.8
2024-02-16,66.8,0.0,0,35.8
2024-02-17,71.7,0.0,0,35.0
2024-02-18,64.0,0.79,1,38.8
2024-02-19,66.0,0.0,0,44.6
2024-02-20,69.8,0.0,0,37.7
2024-02-21,70.9,0.0,0,36.7
2024-02-22,72.0,0.0,0,36.9
2024-02-23,65.1,1.41,1,41.8
2024-02-24,63.6,0.0,0,38.0
2024-02-25,67.0,0.0,0,36.3
2024-02-26,67.0,0.0,0,38.7
2024-02-27,62.5,0.0,0,39.7
2024-02-28,64.8,0.0,0,35.0
2024-02-29,69.5,2.56,1,35.2
2024-03-01,64.8,0.15,1,37.1
2024-03-02,63.1,0.0,0,35.0
2024-03-03,63.9,0.0,0,36.2
2024-03-04,61.4,1.1,1,35.0
2024-03-05,61.4,0.0,0,43.0
2024-03-06,62.7,0.0,0,36.7
2024-03-07,64.3,1.42,1,35.0
2024-03-08,64.1,0.0,0,35.0
2024-03-09,63.3,0.0,0,39.1
2024-03-10,64.3,0.0,0,36.2
2024-03-11,68.1,0.31,1,38.3
2024-03-12,62.9,0.0,0,35.0
2024-03-13,62.1,0.0,0,35.0
2024-03-14,72.2,0.0,0,35.0
2024-03-15,73.1,0.0,0,35.0
2024-03-16,67.2,0.0,0,35.0
2024-03-17,68.3,0.0,0,37.4
2024-03-18,64.1,0.0,0,38.9
2024-03-19,64.6,0.4,1,35.0
2024-03-20,64.1,0.49,1,36.9
2024-03-21,66.8,0.0,0,42.2
2024-03-22,69.4,0.18,1,38.2
2024-03-23,67.1,0.0,0,39.0
2024-03-24,63.8,0.0,0,35.0
2024-03-25,69.3,0.0,0,37.3
2024-03-26,69.6,0.45,1,35.1
2024-03-27,70.4,0.0,0,35.6
2024-03-28,72.3,0.0,0,35.0
2024-03-29,71.2,1.59,1,38.2
2024-03-30,58.8,0.0,0,38.3
2024-03-31,65.6,0.0,0,35.1
2024-04-01,58.9,0.0,0,35.0
2024-04-02,65.5,0.0,0,42.6
2024-04-03,62.8,0.44,1,40.5
2024-04-04,63.9,0.5,1,42.5
2024-04-05,66.8,0.0,0,44.1
2024-04-06,69.7,0.0,0,35.0
2024-04-07,62.7,0.0,0,39.8
2024-04-08,67.3,1.7,1,45.9
2024-04-09,68.3,0.0,0,35.0
2024-04-10,64.7,0.0,0,36.2
2024-04-11,73.1,0.0,0,35.1
2024-04-12,67.8,0.0,0,40.7
2024-04-13,67.9,0.0,0,35.0
2024-04-14,67.7,0.0,0,36.3
2024-04-15,67.7,0.0,0,37.5
2024-04-16,71.3,1.78,1,35.0
2024-04-17,68.9,0.0,0,35.0
2024-04-18,67.6,0.0,0,39.9
2024-04-19,75.8,1.07,1,47.8
2024-04-20,69.3,0.42,1,39.3
2024-04-21,67.8,0.0,0,39.1
2024-04-22,70.1,0.0,0,35.0
2024-04-23,69.2,0.0,0,39.1
2024-04-24,68.8,0.0,0,35.5
2024-04-25,67.0,2.58,1,38.1
2024-04-26,59.9,0.0,0,36.3
2024-04-27,70.4,0.0,0,47.3
2024-04-28,67.1,0.0,0,53.8
2024-04-29,64.8,0.0,0,42.9
2024-04-30,70.1,0.0,0,41.7
2024-05-01,66.2,0.0,0,43.1
2024-05-02,72.9,0.5,1,38.9
2024-05-03,71.0,0.0,0,39.3
2024-05-04,65.4,0.0,0,48.3
2024-05-05,68.5,0.22,1,42.6
2024-05-06,68.5,0.45,1,52.5
2024-05-07,71.3,0.0,0,52.2
2024-05-08,65.6,1.0,1,35.0
2024-05-09,74.1,0.0,0,42.7
2024-05-10,72.4,0.0,0,46.8
2024-05-11,63.2,1.59,1,49.1
2024-05-12,74.1,0.4,1,48.3
2024-05-13,68.9,0.37,1,49.5
2024-05-14,77.4,0.0,0,43.2
2024-05-15,71.6,0.0,0,41.7
2024-05-16,73.8,0.0,0,38.8
2024-05-17,70.6,0.0,0,49.0
2024-05-18,74.6,0.0,0,46.7
2024-05-19,71.1,0.41,1,53.6
2024-05-20,69.3,0.0,0,55.6
2024-05-21,72.0,0.0,0,52.1
2024-05-22,70.4,0.26,1,47.9
2024-05-23,70.6,0.0,0,47.1
2024-05-24,83.1,1.65,1,53.9
2024-05-25,75.4,0.71,1,55.1
2024-05-26,73.2,0.13,1,57.8
2024-05-27,69.9,0.0,0,48.7
2024-05-28,67.5,0.0,0,54.0
2024-05-29,71.3,0.0,0,50.9
2024-05-30,77.2,0.0,0,51.2
2024-05-31,78.4,0.52,1,57.9
2024-06-01,74.6,0.54,1,51.6
2024-06-02,66.7,1.07,1,48.5
2024-06-03,76.8,1.63,1,55.3
2024-06-04,77.4,0.0,0,44.1
2024-06-05,76.5,0.0,0,56.7
2024-06-06,78.8,0.29,1,52.1
2024-06-07,74.0,0.0,0,52.8
2024-06-08,73.6,0.68,1,52.4
2024-06-09,69.3,0.27,1,54.1
2024-06-10,69.6,0.0,0,58.9
2024-06-11,72.8,0.0,0,61.4
2024-06-12,78.0,0.5,1,45.0
2024-06-13,75.7,0.0,0,49.5
2024-06-14,76.8,0.0,0,58.7
2024-06-15,81.4,0.0,0,58.5
2024-06-16,73.3,0.0,0,63.4
2024-06-17,78.3,0.0,0,45.9
2024-06-18,73.1,0.0,0,62.9
2024-06-19,81.3,1.21,1,56.5
2024-06-20,73.9,1.39,1,63.3
2024-06-21,76.9,0.0,0,62.4
2024-06-22,76.4,0.0,0,48.0
2024-06-23,77.9,0.0,0,51.2
2024-06-24,81.6,0.54,1,67.0
2024-06-25,77.8,0.0,0,59.2
2024-06-26,76.9,0.28,1,56.9
2024-06-27,77.5,0.72,1,59.8
2024-06-28,83.3,0.0,0,57.0
2024-06-29,79.2,1.75,1,58.9
2024-06-30,80.4,0.0,0,56.5
2024-07-01,81.9,0.0,0,57.6
2024-07-02,83.8,0.0,0,69.4
2024-07-03,85.3,0.26,1,62.1
2024-07-04,78.5,0.0,0,57.6
2024-07-05,77.0,0.0,0,65.0
2024-07-06,82.1,0.0,0,57.2
2024-07-07,82.3,0.0,0,61.4
2024-07-08,86.2,1.61,1,72.3
2024-07-09,81.3,0.0,0,59.0
2024-07-10,79.1,0.73,1,59.8
2024-07-11,82.0,0.63,1,65.4
2024-07-12,77.1,0.73,1,68.5
2024-07-13,80.3,0.0,0,73.4
2024-07-14,80.9,0.0,0,71.3
2024-07-15,84.4,0.57,1,65.2
2024-07-16,89.4,0.0,0,69.5
2024-07-17,80.7,0.0,0,63.8
2024-07-18,80.3,0.58,1,77.7
2024-07-19,81.0,0.0,0,68.3
2024-07-20,85.9,0.0,0,77.1
2024-07-21,84.5,0.0,0,70.2
2024-07-22,92.5,0.0,0,70.9
2024-07-23,87.1,0.0,0,71.9
2024-07-24,81.3,0.33,1,60.8
2024-07-25,87.7,0.0,0,70.1
2024-07-26,87.0,1.09,1,64.5
2024-07-27,82.5,0.0,0,69.1
2024-07-28,88.3,0.0,0,66.5
2024-07-29,85.5,0.0,0,68.8
2024-07-30,88.2,0.5,1,68.2
2024-07-31,86.7,0.0,0,69.3
2024-08-01,88.1,0.99,1,65.7
2024-08-02,87.9,0.0,0,74.2
2024-08-03,86.5,0.0,0,68.6
2024-08-04,86.9,0.0,0,76.9
2024-08-05,90.7,0.0,0,71.7
2024-08-06,84.8,0.0,0,84.0
2024-08-07,89.5,1.25,1,73.3
2024-08-08,91.6,0.0,0,73.2
2024-08-09,83.8,0.97,1,69.4
2024-08-10,88.7,0.0,0,78.7
2024-08-11,93.2,0.0,0,69.9
2024-08-12,84.6,0.0,0,80.1
2024-08-13,85.9,0.0,0,65.9
2024-08-14,85.5,0.0,0,76.0
2024-08-15,86.7,0.0,0,74.2
2024-08-16,83.4,0.0,0,74.8
2024-08-17,87.5,1.16,1,67.6
2024-08-18,85.0,0.0,0,72.1
2024-08-19,85.5,1.25,1,75.5
2024-08-20,89.0,0.0,0,76.5
2024-08-21,89.8,0.0,0,76.1
2024-08-22,88.5,0.0,0,86.6
2024-08-23,83.9,0.0,0,69.9
2024-08-24,83.4,0.0,0,74.0
2024-08-25,85.6,1.89,1,76.0
2024-08-26,92.1,0.07,1,73.6
2024-08-27,85.6,0.91,1,77.4
2024-08-28,94.6,0.0,0,81.1
2024-08-29,87.2,0.19,1,81.9
2024-08-30,91.1,0.0,0,77.0
2024-08-31,92.4,2.13,1,68.1
2024-09-01,91.2,0.87,1,75.7
2024-09-02,94.3,0.0,0,84.8
2024-09-03,90.5,2.55,1,71.8
2024-09-04,82.6,0.0,0,84.7
2024-09-05,87.4,4.01,1,75.4
2024-09-06,89.8,0.0,0,74.8
2024-09-07,88.6,0.0,0,72.2
2024-09-08,83.8,0.45,1,81.5
2024-09-09,87.9,0.0,0,74.8
2024-09-10,96.3,0.0,0,71.6
2024-09-11,87.3,0.0,0,72.6
2024-09-12,91.7,0.94,1,68.0
2024-09-13,90.9,0.0,0,71.3
2024-09-14,90.2,0.0,0,67.5
2024-09-15,88.9,0.0,0,75.5
2024-09-16,86.3,0.0,0,78.8
2024-09-17,89.1,0.83,1,82.8
2024-09-18,89.8,0.83,1,78.4
2024-09-19,90.5,0.68,1,75.4
2024-09-20,87.4,0.07,1,76.9
2024-09-21,89.5,0.0,0,71.8
2024-09-22,89.4,0.0,0,77.5
2024-09-23,91.2,0.0,0,78.4
2024-09-24,90.2,0.0,0,69.7
2024-09-25,87.6,0.0,0,82.3
2024-09-26,89.3,0.8,1,79.1
2024-09-27,89.2,0.23,1,69.5
2024-09-28,89.2,0.0,0,69.8
2024-09-29,89.4,0.0,0,75.0
2024-09-30,91.3,0.0,0,59.2
2024-10-01,86.8,0.0,0,71.0
2024-10-02,88.1,0.0,0,73.8
2024-10-03,94.9,0.0,0,64.9
2024-10-04,90.0,0.0,0,67.2
2024-10-05,94.9,0.0,0,77.7
2024-10-06,88.0,0.0,0,63.1
2024-10-07,89.0,0.0,0,72.2
2024-10-08,90.1,0.0,0,72.9
2024-10-09,86.9,0.0,0,69.4
2024-10-10,87.9,0.08,1,73.2
2024-10-11,83.1,0.0,0,80.3
2024-10-12,87.8,0.0,0,78.8
2024-10-13,87.7,0.0,0,71.8
2024-10-14,86.3,0.0,0,63.6
2024-10-15,88.5,0.0,0,63.3
2024-10-16,96.1,0.0,0,68.9
2024-10-17,88.8,0.0,0,70.0
2024-10-18,89.4,0.0,0,78.4
2024-10-19,88.6,0.0,0,69.6
2024-10-20,87.6,0.0,0,75.0
2024-10-21,87.5,0.0,0,63.4
2024-10-22,86.0,0.0,0,59.2
2024-10-23,90.4,0.52,1,70.4
2024-10-24,88.1,0.0,0,66.2
2024-10-25,87.7,0.0,0,67.1
