date,pct_male,pct_female,pct_family,pct_single
2023-08-08,47.6,52.4,46.2,53.8
2023-08-09,47.4,52.6,47.4,52.6
2023-08-10,47.0,53.0,45.5,54.5
2023-08-11,49.6,50.4,45.9,54.1
2023-08-12,46.8,53.2,51.9,48.1
2023-08-13,46.0,54.0,49.7,50.3
2023-08-14,46.4,53.6,45.3,54.7
2023-08-15,47.1,52.9,44.4,55.6
2023-08-16,47.4,52.6,46.0,54.0
2023-08-17,46.5,53.5,46.4,53.6
2023-08-18,46.2,53.8,45.6,54.4
2023-08-19,46.0,54.0,50.7,49.3
2023-08-20,46.6,53.4,52.4,47.6
2023-08-21,47.0,53.0,46.0,54.0
2023-08-22,46.2,53.8,45.5,54.5
2023-08-23,47.8,52.2,45.9,54.1
2023-08-24,46.7,53.3,47.6,52.4
2023-08-25,46.2,53.8,45.6,54.4
2023-08-26,47.1,52.9,51.5,48.5
2023-08-27,45.9,54.1,50.4,49.6
2023-08-28,47.4,52.6,44.7,55.3
2023-08-29,45.0,55.0,46.2,53.8
2023-08-30,46.5,53.5,43.9,56.1
2023-08-31,45.3,54.7,47.5,52.5
2023-09-01,46.0,54.0,45.1,54.9
2023-09-02,46.9,53.1,50.7,49.3
2023-09-03,47.1,52.9,50.9,49.1
2023-09-04,46.0,54.0,46.0,54.0
2023-09-05,45.5,54.5,45.3,54.7
2023-09-06,45.8,54.2,44.9,55.1
2023-09-07,46.3,53.7,43.7,56.3
2023-09-08,46.7,53.3,44.7,55.3
2023-09-09,47.2,52.8,51.0,49.0
2023-09-10,47.2,52.8,52.6,47.4
2023-09-11,47.1,52.9,44.1,55.9
2023-09-12,45.9,54.1,44.0,56.0
2023-09-13,46.5,53.5,45.4,54.6
2023-09-14,47.1,52.9,44.6,55.4
2023-09-15,46.8,53.2,45.5,54.5
2023-09-16,45.4,54.6,50.6,49.4
2023-09-17,45.8,54.2,51.8,48.2
2023-09-18,45.3,54.7,45.3,54.7
2023-09-19,46.8,53.2,44.3,55.7
2023-09-20,44.9,55.1,44.5,55.5
2023-09-21,46.1,53.9,44.9,55.1
2023-09-22,44.9,55.1,44.5,55.5
2023-09-23,46.1,53.9,48.4,51.6
2023-09-24,46.9,53.1,51.5,48.5
2023-09-25,47.3,52.7,44.6,55.4
2023-09-26,44.8,55.2,45.4,54.6
2023-09-27,47.1,52.9,44.4,55.6
2023-09-28,45.2,54.8,45.7,54.3
2023-09-29,45.5,54.5,43.8,56.2
2023-09-30,45.9,54.1,49.9,50.1
2023-10-01,47.0,53.0,48.8,51.2
2023-10-02,45.0,55.0,44.7,55.3
2023-10-03,45.5,54.5,43.8,56.2
2023-10-04,45.2,54.8,43.6,56.4
2023-10-05,45.1,54.9,44.7,55.3
2023-10-06,45.2,54.8,45.0,55.0
2023-10-07,47.3,52.7,51.0,49.0
2023-10-08,47.0,53.0,50.7,49.3
2023-10-09,44.8,55.2,42.6,57.4
2023-10-10,45.6,54.4,44.5,55.5
2023-10-11,45.9,54.1,44.1,55.9
2023-10-12,46.2,53.8,43.9,56.1
2023-10-13,47.4,52.6,43.6,56.4
2023-10-14,41.9,58.1,48.9,51.1
2023-10-15,47.4,52.6,52.5,47.5
2023-10-16,47.0,53.0,44.8,55.2
2023-10-17,46.7,53.3,43.0,57.0
2023-10-18,46.4,53.6,45.5,54.5
2023-10-19,46.1,53.9,45.7,54.3
2023-10-20,47.3,52.7,43.7,56.3
2023-10-21,46.0,54.0,50.6,49.4
2023-10-22,47.1,52.9,48.5,51.5
2023-10-23,44.1,55.9,44.5,55.5
2023-10-24,47.5,52.5,45.2,54.8
2023-10-25,45.2,54.8,43.9,56.1
2023-10-26,47.2,52.8,45.3,54.7
2023-10-27,47.2,52.8,43.7,56.3
2023-10-28,46.6,53.4,48.6,51.4
2023-10-29,45.7,54.3,49.1,50.9
2023-10-30,45.6,54.4,44.0,56.0
2023-10-31,47.1,52.9,44.0,56.0
2023-11-01,45.8,54.2,44.6,55.4
2023-11-02,44.7,55.3,44.1,55.9
2023-11-03,46.1,53.9,44.6,55.4
2023-11-04,46.1,53.9,52.4,47.6
2023-11-05,46.8,53.2,49.0,51.0
2023-11-06,45.6,54.4,44.3,55.7
2023-11-07,46.3,53.7,41.9,58.1
2023-11-08,46.1,53.9,45.0,55.0
2023-11-09,48.0,52.0,43.5,56.5
2023-11-10,47.5,52.5,42.3,57.7
2023-11-11,46.7,53.3,50.6,49.4
2023-11-12,45.0,55.0,48.6,51.4
2023-11-13,48.0,52.0,44.1,55.9
2023-11-14,47.8,52.2,43.5,56.5
2023-11-15,47.7,52.3,45.6,54.4
2023-11-16,47.1,52.9,44.6,55.4
2023-11-17,46.2,53.8,46.0,54.0
2023-11-18,45.0,55.0,50.4,49.6
2023-11-19,47.0,53.0,48.0,52.0
2023-11-20,48.0,52.0,44.9,55.1
2023-11-21,45.7,54.3,44.8,55.2
2023-11-22,45.2,54.8,43.3,56.7
2023-11-23,46.7,53.3,43.5,56.5
2023-11-24,46.2,53.8,43.2,56.8
2023-11-25,47.4,52.6,51.9,48.1
2023-11-26,47.8,52.2,49.8,50.2
2023-11-27,47.0,53.0,43.1,56.9
2023-11-28,48.0,52.0,43.5,56.5
2023-11-29,47.5,52.5,43.8,56.2
2023-11-30,47.7,52.3,42.9,57.1
2023-12-01,47.1,52.9,44.2,55.8
2023-12-02,48.4,51.6,48.4,51.6
2023-12-03,46.5,53.5,50.8,49.2
2023-12-04,46.5,53.5,46.4,53.6
2023-12-05,47.6,52.4,41.8,58.2
2023-12-06,48.1,51.9,46.4,53.6
2023-12-07,46.0,54.0,42.5,57.5
2023-12-08,48.1,51.9,44.9,55.1
2023-12-09,47.7,52.3,48.6,51.4
2023-12-10,48.2,51.8,50.7,49.3
2023-12-11,47.1,52.9,45.1,54.9
2023-12-12,49.5,50.5,42.7,57.3
2023-12-13,47.9,52.1,43.7,56.3
2023-12-14,48.5,51.5,44.5,55.5
2023-12-15,47.2,52.8,44.4,55.6
2023-12-16,50.4,49.6,51.4,48.6
2023-12-17,47.2,52.8,51.1,48.9
2023-12-18,47.4,52.6,45.5,54.5
2023-12-19,48.2,51.8,43.5,56.5
2023-12-20,48.7,51.3,43.2,56.8
2023-12-21,48.9,51.1,43.0,57.0
2023-12-22,48.2,51.8,45.2,54.8
2023-12-23,50.3,49.7,50.7,49.3
2023-12-24,49.6,50.4,49.6,50.4
2023-12-25,47.7,52.3,44.9,55.1
2023-12-26,47.2,52.8,43.5,56.5
2023-12-27,49.1,50.9,45.0,55.0
2023-12-28,48.8,51.2,44.5,55.5
2023-12-29,48.1,51.9,43.5,56.5
2023-12-30,50.2,49.8,49.9,50.1
2023-12-31,49.0,51.0,49.5,50.5
2024-01-01,46.7,53.3,45.3,54.7
2024-01-02,47.2,52.8,45.2,54.8
2024-01-03,48.8,51.2,44.3,55.7
2024-01-04,50.4,49.6,45.4,54.6
2024-01-05,49.6,50.4,44.2,55.8
2024-01-06,50.2,49.8,52.1,47.9
2024-01-07,49.8,50.2,50.3,49.7
2024-01-08,49.6,50.4,45.4,54.6
2024-01-09,48.8,51.2,44.4,55.6
2024-01-10,48.3,51.7,44.8,55.2
2024-01-11,50.5,49.5,43.0,57.0
2024-01-12,50.4,49.6,45.3,54.7
2024-01-13,47.6,52.4,51.0,49.0
2024-01-14,50.5,49.5,51.4,48.6
2024-01-15,50.9,49.1,45.6,54.4
2024-01-16,48.2,51.8,45.4,54.6
2024-01-17,51.2,48.8,45.7,54.3
2024-01-18,50.2,49.8,45.2,54.8
2024-01-19,48.6,51.4,45.6,54.4
2024-01-20,49.0,51.0,50.2,49.8
2024-01-21,49.2,50.8,51.0,49.0
2024-01-22,50.2,49.8,45.6,54.4
2024-01-23,49.8,50.2,44.4,55.6
2024-01-24,49.5,50.5,45.2,54.8
2024-01-25,50.9,49.1,45.2,54.8
2024-01-26,50.4,49.6,44.6,55.4
2024-01-27,51.7,48.3,51.7,48.3
2024-01-28,50.9,49.1,51.1,48.9
2024-01-29,51.1,48.9,45.2,54.8
2024-01-30,50.8,49.2,45.9,54.1
2024-01-31,51.0,49.0,46.5,53.5
2024-02-01,50.5,49.5,45.4,54.6
2024-02-02,51.2,48.8,43.2,56.8
2024-02-03,50.4,49.6,50.7,49.3
2024-02-04,50.7,49.3,51.6,48.4
2024-02-05,51.2,48.8,45.5,54.5
2024-02-06,49.4,50.6,44.8,55.2
2024-02-07,49.7,50.3,46.0,54.0
2024-02-08,48.7,51.3,46.0,54.0
2024-02-09,50.9,49.1,46.9,53.1
2024-02-10,49.1,50.9,52.5,47.5
2024-02-11,51.2,48.8,51.2,48.8
2024-02-12,51.3,48.7,46.9,53.1
2024-02-13,51.9,48.1,46.1,53.9
2024-02-14,52.2,47.8,47.5,52.5
2024-02-15,50.5,49.5,47.9,52.1
2024-02-16,50.4,49.6,46.6,53.4
2024-02-17,51.7,48.3,52.5,47.5
2024-02-18,51.7,48.3,53.1,46.9
2024-02-19,51.6,48.4,47.3,52.7
2024-02-20,51.1,48.9,46.4,53.6
2024-02-21,52.4,47.6,47.2,52.8
2024-02-22,50.5,49.5,47.7,52.3
2024-02-23,52.4,47.6,48.2,51.8
2024-02-24,51.8,48.2,51.2,48.8
2024-02-25,50.8,49.2,52.8,47.2
2024-02-26,51.3,48.7,47.7,52.3
2024-02-27,50.6,49.4,47.7,52.3
2024-02-28,52.0,48.0,48.2,51.8
2024-02-29,52.0,48.0,47.8,52.2
2024-03-01,50.9,49.1,48.0,52.0
2024-03-02,51.1,48.9,51.8,48.2
2024-03-03,51.5,48.5,51.7,48.3
2024-03-04,50.5,49.5,48.0,52.0
2024-03-05,51.2,48.8,46.1,53.9
2024-03-06,51.0,49.0,46.2,53.8
2024-03-07,50.5,49.5,46.6,53.4
2024-03-08,50.9,49.1,47.1,52.9
2024-03-09,52.3,47.7,51.5,48.5
2024-03-10,52.1,47.9,53.2,46.8
2024-03-11,52.1,47.9,46.9,53.1
2024-03-12,51.9,48.1,47.0,53.0
2024-03-13,50.7,49.3,47.8,52.2
2024-03-14,51.2,48.8,45.0,55.0
2024-03-15,53.1,46.9,48.2,51.8
2024-03-16,52.2,47.8,54.9,45.1
2024-03-17,50.8,49.2,55.6,44.4
2024-03-18,50.2,49.8,45.3,54.7
2024-03-19,53.4,46.6,47.3,52.7
2024-03-20,52.6,47.4,47.2,52.8
2024-03-21,52.9,47.1,46.6,53.4
2024-03-22,51.3,48.7,49.9,50.1
2024-03-23,49.9,50.1,55.1,44.9
2024-03-24,51.0,49.0,52.7,47.3
2024-03-25,52.0,48.0,44.6,55.4
2024-03-26,52.2,47.8,46.4,53.6
2024-03-27,52.7,47.3,46.7,53.3
2024-03-28,52.2,47.8,49.7,50.3
2024-03-29,52.2,47.8,46.9,53.1
2024-03-30,51.8,48.2,54.0,46.0
2024-03-31,52.6,47.4,54.9,45.1
2024-04-01,52.0,48.0,47.7,52.3
2024-04-02,50.6,49.4,46.5,53.5
2024-04-03,51.5,48.5,47.1,52.9
2024-04-04,51.5,48.5,50.0,50.0
2024-04-05,53.5,46.5,48.8,51.2
2024-04-06,50.9,49.1,54.7,45.3
2024-04-07,52.0,48.0,52.3,47.7
2024-04-08,51.8,48.2,48.2,51.8
2024-04-09,51.2,48.8,47.5,52.5
2024-04-10,49.7,50.3,47.3,52.7
2024-04-11,52.8,47.2,48.8,51.2
2024-04-12,51.1,48.9,47.8,52.2
2024-04-13,50.0,50.0,54.1,45.9
2024-04-14,49.0,51.0,54.4,45.6
2024-04-15,51.0,49.0,47.7,52.3
2024-04-16,51.5,48.5,47.8,52.2
2024-04-17,51.6,48.4,46.7,53.3
2024-04-18,51.6,48.4,48.5,51.5
2024-04-19,51.2,48.8,49.2,50.8
2024-04-20,52.7,47.3,54.1,45.9
2024-04-21,50.9,49.1,52.4,47.6
2024-04-22,51.2,48.8,47.6,52.4
2024-04-23,51.3,48.7,47.4,52.6
2024-04-24,51.7,48.3,47.2,52.8
2024-04-25,53.9,46.1,46.8,53.2
2024-04-26,52.8,47.2,47.3,52.7
2024-04-27,50.9,49.1,54.7,45.3
2024-04-28,52.4,47.6,53.2,46.8
2024-04-29,51.9,48.1,47.9,52.1
2024-04-30,50.7,49.3,47.7,52.3
2024-05-01,51.2,48.8,48.2,51.8
2024-05-02,52.0,48.0,48.9,51.1
2024-05-03,52.4,47.6,49.0,51.0
2024-05-04,51.7,48.3,54.1,45.9
2024-05-05,51.9,48.1,54.8,45.2
2024-05-06,50.4,49.6,47.6,52.4
2024-05-07,51.3,48.7,48.0,52.0
2024-05-08,51.0,49.0,46.9,53.1
2024-05-09,52.2,47.8,46.1,53.9
2024-05-10,48.7,51.3,47.6,52.4
2024-05-11,51.0,49.0,56.6,43.4
2024-05-12,52.6,47.4,53.4,46.6
2024-05-13,50.7,49.3,50.6,49.4
2024-05-14,50.6,49.4,46.6,53.4
2024-05-15,50.5,49.5,48.1,51.9
2024-05-16,50.4,49.6,49.6,50.4
2024-05-17,50.4,49.6,49.0,51.0
2024-05-18,50.9,49.1,54.3,45.7
2024-05-19,50.6,49.4,54.1,45.9
2024-05-20,49.2,50.8,46.7,53.3
2024-05-21,50.0,50.0,48.5,51.5
2024-05-22,48.9,51.1,48.7,51.3
2024-05-23,51.0,49.0,49.0,51.0
2024-05-24,52.1,47.9,47.7,52.3
2024-05-25,50.7,49.3,53.8,46.2
2024-05-26,50.3,49.7,53.7,46.3
2024-05-27,50.5,49.5,47.5,52.5
2024-05-28,50.8,49.2,47.4,52.6
2024-05-29,51.2,48.8,47.7,52.3
2024-05-30,50.0,50.0,48.1,51.9
2024-05-31,52.2,47.8,47.4,52.6
2024-06-01,49.0,51.0,53.6,46.4
2024-06-02,52.5,47.5,53.9,46.1
2024-06-03,51.5,48.5,48.5,51.5
2024-06-04,50.5,49.5,47.5,52.5
2024-06-05,49.5,50.5,46.6,53.4
2024-06-06,49.3,50.7,48.1,51.9
2024-06-07,50.3,49.7,48.2,51.8
2024-06-08,49.3,50.7,53.9,46.1
2024-06-09,53.2,46.8,54.6,45.4
2024-06-10,48.3,51.7,46.2,53.8
2024-06-11,52.3,47.7,47.4,52.6
2024-06-12,48.7,51.3,46.9,53.1
2024-06-13,49.6,50.4,48.4,51.6
2024-06-14,50.6,49.4,48.2,51.8
2024-06-15,50.7,49.3,55.2,44.8
2024-06-16,49.5,50.5,53.4,46.6
2024-06-17,50.4,49.6,46.7,53.3
2024-06-18,49.1,50.9,46.6,53.4
2024-06-19,47.5,52.5,47.0,53.0
2024-06-20,49.9,50.1,48.0,52.0
2024-06-21,51.1,48.9,48.6,51.4
2024-06-22,50.2,49.8,54.3,45.7
2024-06-23,50.5,49.5,51.9,48.1
2024-06-24,48.6,51.4,48.4,51.6
2024-06-25,49.2,50.8,46.6,53.4
2024-06-26,49.6,50.4,46.5,53.5
2024-06-27,49.0,51.0,45.1,54.9
2024-06-28,49.3,50.7,47.7,52.3
2024-06-29,47.6,52.4,52.9,47.1
2024-06-30,49.1,50.9,53.0,47.0
2024-07-01,50.1,49.9,46.8,53.2
2024-07-02,50.0,50.0,47.3,52.7
2024-07-03,50.3,49.7,48.3,51.7
2024-07-04,48.6,51.4,47.8,52.2
2024-07-05,47.6,52.4,47.7,52.3
2024-07-06,50.3,49.7,53.6,46.4
2024-07-07,49.9,50.1,52.8,47.2
2024-07-08,50.0,50.0,46.8,53.2
2024-07-09,48.5,51.5,46.3,53.7
2024-07-10,49.4,50.6,46.4,53.6
2024-07-11,49.3,50.7,46.5,53.5
2024-07-12,49.4,50.6,47.9,52.1
2024-07-13,49.4,50.6,52.8,47.2
2024-07-14,46.5,53.5,52.7,47.3
2024-07-15,48.1,51.9,46.8,53.2
2024-07-16,49.1,50.9,47.6,52.4
2024-07-17,48.0,52.0,46.6,53.4
2024-07-18,49.2,50.8,48.3,51.7
2024-07-19,47.4,52.6,45.5,54.5
2024-07-20,48.0,52.0,51.4,48.6
2024-07-21,45.5,54.5,51.2,48.8
2024-07-22,48.8,51.2,47.4,52.6
2024-07-23,48.0,52.0,47.2,52.8
2024-07-24,46.4,53.6,47.6,52.4
2024-07-25,49.5,50.5,46.2,53.8
2024-07-26,48.3,51.7,46.2,53.8
2024-07-27,48.2,51.8,52.4,47.6
2024-07-28,47.2,52.8,54.0,46.0
2024-07-29,48.0,52.0,47.7,52.3
2024-07-30,48.0,52.0,45.4,54.6
2024-07-31,48.5,51.5,47.1,52.9
2024-08-01,48.7,51.3,46.4,53.6
2024-08-02,48.6,51.4,46.8,53.2
2024-08-03,49.5,50.5,52.9,47.1
2024-08-04,48.5,51.5,51.5,48.5
2024-08-05,47.5,52.5,47.3,52.7
2024-08-06,45.2,54.8,46.2,53.8
2024-08-07,46.7,53.3,46.3,53.7
2024-08-08,46.9,53.1,47.2,52.8
2024-08-09,46.9,53.1,47.3,52.7
2024-08-10,46.5,53.5,51.9,48.1
2024-08-11,46.4,53.6,51.1,48.9
2024-08-12,47.9,52.1,46.0,54.0
2024-08-13,45.6,54.4,47.1,52.9
2024-08-14,48.6,51.4,47.8,52.2
2024-08-15,48.7,51.3,45.1,54.9
2024-08-16,47.3,52.7,45.2,54.8
2024-08-17,46.6,53.4,50.4,49.6
2024-08-18,45.6,54.4,51.3,48.7
2024-08-19,46.1,53.9,47.7,52.3
2024-08-20,46.0,54.0,45.7,54.3
2024-08-21,47.6,52.4,44.7,55.3
2024-08-22,46.2,53.8,43.4,56.6
2024-08-23,47.6,52.4,45.1,54.9
2024-08-24,46.8,53.2,51.7,48.3
2024-08-25,46.5,53.5,50.5,49.5
2024-08-26,47.7,52.3,46.7,53.3
2024-08-27,46.9,53.1,45.7,54.3
2024-08-28,48.2,51.8,45.2,54.8
