date,shop_id,shop_name,customers,sales_usd
2023-04-27,1,Miami Beach,229,4397.26
2023-04-28,1,Miami Beach,215,3830.95
2023-04-29,1,Miami Beach,281,5754.29
2023-04-30,1,Miami Beach,264,5010.0
2023-05-01,1,Miami Beach,202,3756.46
2023-05-02,1,Miami Beach,201,3962.55
2023-05-03,1,Miami Beach,179,3224.19
2023-05-04,1,Miami Beach,207,3682.34
2023-05-05,1,Miami Beach,228,4167.37
2023-05-06,1,Miami Beach,264,4920.0
2023-05-07,1,Miami Beach,250,4326.7
2023-05-08,1,Miami Beach,208,3456.64
2023-05-09,1,Miami Beach,187,3440.45
2023-05-10,1,Miami Beach,211,3867.56
2023-05-11,1,Miami Beach,222,4227.57
2023-05-12,1,Miami Beach,201,3597.83
2023-05-13,1,Miami Beach,250,4934.41
2023-05-14,1,Miami Beach,312,5888.62
2023-05-15,1,Miami Beach,249,4798.09
2023-05-16,1,Miami Beach,260,4915.31
2023-05-17,1,Miami Beach,223,4262.06
2023-05-18,1,Miami Beach,206,3733.73
2023-05-19,1,Miami Beach,268,4612.22
2023-05-20,1,Miami Beach,272,5142.02
2023-05-21,1,Miami Beach,235,4476.25
2023-05-22,1,Miami Beach,235,4390.94
2023-05-23,1,Miami Beach,270,4804.33
2023-05-24,1,Miami Beach,272,4997.16
2023-05-25,1,Miami Beach,261,5037.02
2023-05-26,1,Miami Beach,204,3397.83
2023-05-27,1,Miami Beach,272,4907.07
2023-05-28,1,Miami Beach,264,4195.87
2023-05-29,1,Miami Beach,211,4080.73
2023-05-30,1,Miami Beach,272,5220.23
2023-05-31,1,Miami Beach,237,4312.78
2023-06-01,1,Miami Beach,274,4732.76
2023-06-02,1,Miami Beach,267,5183.11
2023-06-03,1,Miami Beach,317,5482.32
2023-06-04,1,Miami Beach,305,6052.58
2023-06-05,1,Miami Beach,277,5057.1
2023-06-06,1,Miami Beach,283,5762.19
2023-06-07,1,Miami Beach,260,4847.43
2023-06-08,1,Miami Beach,257,4846.99
2023-06-09,1,Miami Beach,241,4702.72
2023-06-10,1,Miami Beach,288,5400.66
2023-06-11,1,Miami Beach,319,5711.44
2023-06-12,1,Miami Beach,246,4214.26
2023-06-13,1,Miami Beach,266,4521.42
2023-06-14,1,Miami Beach,248,4666.33
2023-06-15,1,Miami Beach,297,5761.75
2023-06-16,1,Miami Beach,309,5600.7
2023-06-17,1,Miami Beach,367,6833.46
2023-06-18,1,Miami Beach,319,5950.27
2023-06-19,1,Miami Beach,259,5006.84
2023-06-20,1,Miami Beach,238,4653.55
2023-06-21,1,Miami Beach,296,5945.58
2023-06-22,1,Miami Beach,294,5523.44
2023-06-23,1,Miami Beach,279,5200.95
2023-06-24,1,Miami Beach,339,6397.86
2023-06-25,1,Miami Beach,341,6696.04
2023-06-26,1,Miami Beach,352,6698.74
2023-06-27,1,Miami Beach,257,5045.32
2023-06-28,1,Miami Beach,302,5901.02
2023-06-29,1,Miami Beach,296,5546.92
2023-06-30,1,Miami Beach,269,4935.63
2023-07-01,1,Miami Beach,358,6942.89
2023-07-02,1,Miami Beach,317,5876.9
2023-07-03,1,Miami Beach,315,6034.82
2023-07-04,1,Miami Beach,302,5527.81
2023-07-05,1,Miami Beach,281,5080.86
2023-07-06,1,Miami Beach,241,4427.72
2023-07-07,1,Miami Beach,272,5360.12
2023-07-08,1,Miami Beach,369,7349.77
2023-07-09,1,Miami Beach,308,4961.76
2023-07-10,1,Miami Beach,325,5847.55
2023-07-11,1,Miami Beach,309,6126.02
2023-07-12,1,Miami Beach,343,6295.88
2023-07-13,1,Miami Beach,351,6422.2
2023-07-14,1,Miami Beach,334,5730.79
2023-07-15,1,Miami Beach,332,6439.14
2023-07-16,1,Miami Beach,312,5789.85
2023-07-17,1,Miami Beach,323,6028.08
2023-07-18,1,Miami Beach,322,6353.7
2023-07-19,1,Miami Beach,321,5996.89
2023-07-20,1,Miami Beach,315,6058.46
2023-07-21,1,Miami Beach,323,5685.53
2023-07-22,1,Miami Beach,366,7136.54
2023-07-23,1,Miami Beach,375,6685.46
2023-07-24,1,Miami Beach,330,6018.72
2023-07-25,1,Miami Beach,292,5456.83
2023-07-26,1,Miami Beach,355,6810.6
2023-07-27,1,Miami Beach,329,5967.78
2023-07-28,1,Miami Beach,333,5359.86
2023-07-29,1,Miami Beach,342,6453.99
2023-07-30,1,Miami Beach,365,6804.66
2023-07-31,1,Miami Beach,337,5606.61
2023-08-01,1,Miami Beach,342,5674.44
2023-08-02,1,Miami Beach,339,5947.74
2023-08-03,1,Miami Beach,284,5407.68
2023-08-04,1,Miami Beach,328,6321.29
2023-08-05,1,Miami Beach,388,6752.63
2023-08-06,1,Miami Beach,355,7382.67
2023-08-07,1,Miami Beach,326,5594.46
2023-08-08,1,Miami Beach,336,6359.4
2023-08-09,1,Miami Beach,327,5869.8
2023-08-10,1,Miami Beach,327,6464.81
2023-08-11,1,Miami Beach,313,5529.5
2023-08-12,1,Miami Beach,246,4474.53
2023-08-13,1,Miami Beach,398,7632.99
2023-08-14,1,Miami Beach,324,6296.08
2023-08-15,1,Miami Beach,337,5400.68
2023-08-16,1,Miami Beach,315,5974.25
2023-08-17,1,Miami Beach,356,7450.87
2023-08-18,1,Miami Beach,320,5495.47
2023-08-19,1,Miami Beach,350,6476.08
2023-08-20,1,Miami Beach,386,6396.97
2023-08-21,1,Miami Beach,351,6470.84
2023-08-22,1,Miami Beach,329,6342.54
2023-08-23,1,Miami Beach,318,5770.97
2023-08-24,1,Miami Beach,325,5951.61
2023-08-25,1,Miami Beach,338,5954.07
2023-08-26,1,Miami Beach,374,6572.07
2023-08-27,1,Miami Beach,381,7132.94
2023-08-28,1,Miami Beach,330,6295.42
2023-08-29,1,Miami Beach,335,6352.4
2023-08-30,1,Miami Beach,368,7039.05
2023-08-31,1,Miami Beach,323,6122.88
2023-09-01,1,Miami Beach,345,6004.14
2023-09-02,1,Miami Beach,369,6862.7
2023-09-03,1,Miami Beach,340,6826.9
2023-09-04,1,Miami Beach,268,5086.44
2023-09-05,1,Miami Beach,304,5650.43
2023-09-06,1,Miami Beach,359,6732.68
2023-09-07,1,Miami Beach,289,5910.3
2023-09-08,1,Miami Beach,289,5419.16
2023-09-09,1,Miami Beach,361,6806.8
2023-09-10,1,Miami Beach,370,6913.9
2023-09-11,1,Miami Beach,300,6196.0
2023-09-12,1,Miami Beach,358,6413.75
2023-09-13,1,Miami Beach,255,5137.23
2023-09-14,1,Miami Beach,305,5836.38
2023-09-15,1,Miami Beach,291,5697.33
2023-09-16,1,Miami Beach,313,5842.99
2023-09-17,1,Miami Beach,333,5863.08
2023-09-18,1,Miami Beach,315,5545.72
2023-09-19,1,Miami Beach,313,5543.44
2023-09-20,1,Miami Beach,294,5561.39
2023-09-21,1,Miami Beach,258,4518.79
2023-09-22,1,Miami Beach,314,6045.22
2023-09-23,1,Miami Beach,337,6825.96
2023-09-24,1,Miami Beach,342,5933.24
2023-09-25,1,Miami Beach,300,5877.49
2023-09-26,1,Miami Beach,338,6407.74
2023-09-27,1,Miami Beach,259,5077.77
2023-09-28,1,Miami Beach,313,5249.2
2023-09-29,1,Miami Beach,311,5238.29
2023-09-30,1,Miami Beach,362,6285.73
2023-10-01,1,Miami Beach,366,6439.72
2023-10-02,1,Miami Beach,339,6058.6
2023-10-03,1,Miami Beach,299,5224.5
2023-10-04,1,Miami Beach,326,5311.5
2023-10-05,1,Miami Beach,298,5114.07
2023-10-06,1,Miami Beach,319,6038.88
2023-10-07,1,Miami Beach,320,6036.71
2023-10-08,1,Miami Beach,354,6254.88
2023-10-09,1,Miami Beach,353,6868.01
2023-10-10,1,Miami Beach,323,5341.74
2023-10-11,1,Miami Beach,341,5829.52
2023-10-12,1,Miami Beach,314,6208.48
2023-10-13,1,Miami Beach,317,5848.33
2023-10-14,1,Miami Beach,346,6482.75
2023-10-15,1,Miami Beach,376,6396.6
2023-10-16,1,Miami Beach,362,6704.7
2023-10-17,1,Miami Beach,293,5384.05
2023-10-18,1,Miami Beach,349,6434.54
2023-10-19,1,Miami Beach,323,5925.48
2023-10-20,1,Miami Beach,314,6046.69
2023-10-21,1,Miami Beach,370,7094.63
2023-10-22,1,Miami Beach,356,6977.22
2023-10-23,1,Miami Beach,293,5265.31
2023-10-24,1,Miami Beach,299,5690.52
2023-10-25,1,Miami Beach,290,5299.51
2023-10-26,1,Miami Beach,295,5713.45
2023-10-27,1,Miami Beach,290,5310.16
2023-10-28,1,Miami Beach,327,6512.78
2023-10-29,1,Miami Beach,324,5755.88
2023-10-30,1,Miami Beach,302,5330.69
2023-10-31,1,Miami Beach,324,6226.2
2023-11-01,1,Miami Beach,302,5679.73
2023-11-02,1,Miami Beach,251,4904.2
2023-11-03,1,Miami Beach,311,5609.5
2023-11-04,1,Miami Beach,294,4854.43
2023-11-05,1,Miami Beach,335,6870.02
2023-11-06,1,Miami Beach,245,4707.37
2023-11-07,1,Miami Beach,274,4905.9
2023-11-08,1,Miami Beach,247,4441.92
2023-11-09,1,Miami Beach,313,5437.14
2023-11-10,1,Miami Beach,250,4539.3
2023-11-11,1,Miami Beach,339,5932.61
2023-11-12,1,Miami Beach,336,5974.94
2023-11-13,1,Miami Beach,291,5124.29
2023-11-14,1,Miami Beach,285,5577.02
2023-11-15,1,Miami Beach,265,5021.56
2023-11-16,1,Miami Beach,274,4945.84
2023-11-17,1,Miami Beach,256,4311.91
2023-11-18,1,Miami Beach,349,6443.0
2023-11-19,1,Miami Beach,296,5744.18
2023-11-20,1,Miami Beach,271,4806.9
2023-11-21,1,Miami Beach,273,4967.47
2023-11-22,1,Miami Beach,324,5700.22
2023-11-23,1,Miami Beach,257,4757.4
2023-11-24,1,Miami Beach,290,5374.31
2023-11-25,1,Miami Beach,325,6141.56
2023-11-26,1,Miami Beach,373,7415.89
2023-11-27,1,Miami Beach,291,5177.81
2023-11-28,1,Miami Beach,263,4748.05
2023-11-29,1,Miami Beach,266,4556.84
2023-11-30,1,Miami Beach,259,4970.81
2023-12-01,1,Miami Beach,297,5043.88
2023-12-02,1,Miami Beach,269,5129.33
2023-12-03,1,Miami Beach,298,5105.36
2023-12-04,1,Miami Beach,251,4419.73
2023-12-05,1,Miami Beach,240,4578.75
2023-12-06,1,Miami Beach,308,5949.16
2023-12-07,1,Miami Beach,229,4540.71
2023-12-08,1,Miami Beach,261,4544.27
2023-12-09,1,Miami Beach,317,5435.43
2023-12-10,1,Miami Beach,332,6091.8
2023-12-11,1,Miami Beach,224,4209.74
2023-12-12,1,Miami Beach,302,5661.86
2023-12-13,1,Miami Beach,279,5048.2
2023-12-14,1,Miami Beach,219,4146.11
2023-12-15,1,Miami Beach,227,4544.11
2023-12-16,1,Miami Beach,315,5093.63
2023-12-17,1,Miami Beach,285,5302.86
2023-12-18,1,Miami Beach,215,4115.13
2023-12-19,1,Miami Beach,234,4485.12
2023-12-20,1,Miami Beach,290,5598.24
2023-12-21,1,Miami Beach,230,4008.45
2023-12-22,1,Miami Beach,268,4949.34
2023-12-23,1,Miami Beach,280,4947.78
2023-12-24,1,Miami Beach,261,4378.29
2023-12-25,1,Miami Beach,251,4865.94
2023-12-26,1,Miami Beach,197,3749.65
2023-12-27,1,Miami Beach,268,5522.61
2023-12-28,1,Miami Beach,187,3298.56
2023-12-29,1,Miami Beach,253,5082.57
2023-12-30,1,Miami Beach,283,5336.93
2023-12-31,1,Miami Beach,267,4660.69
2024-01-01,1,Miami Beach,224,3936.85
2024-01-02,1,Miami Beach,241,4388.39
2024-01-03,1,Miami Beach,230,4218.71
2024-01-04,1,Miami Beach,221,4057.52
2024-01-05,1,Miami Beach,242,4407.95
2024-01-06,1,Miami Beach,296,5852.98
2024-01-07,1,Miami Beach,285,5750.89
2024-01-08,1,Miami Beach,213,3858.66
2024-01-09,1,Miami Beach,250,4349.91
2024-01-10,1,Miami Beach,271,5034.05
2024-01-11,1,Miami Beach,236,4136.02
2024-01-12,1,Miami Beach,263,4749.59
2024-01-13,1,Miami Beach,269,4943.2
2024-01-14,1,Miami Beach,246,4433.23
2024-01-15,1,Miami Beach,223,4120.47
2024-01-16,1,Miami Beach,260,4831.48
2024-01-17,1,Miami Beach,242,4810.92
2024-01-18,1,Miami Beach,246,4036.01
2024-01-19,1,Miami Beach,202,3328.32
2024-01-20,1,Miami Beach,361,6966.1
2024-01-21,1,Miami Beach,249,5037.53
2024-01-22,1,Miami Beach,218,4168.97
2024-01-23,1,Miami Beach,239,4463.25
2024-01-24,1,Miami Beach,217,4287.29
2024-01-25,1,Miami Beach,249,4466.66
2024-01-26,1,Miami Beach,224,3874.09
2024-01-27,1,Miami Beach,258,4854.6
2024-01-28,1,Miami Beach,254,4540.74
2024-01-29,1,Miami Beach,221,4165.35
2024-01-30,1,Miami Beach,190,3487.72
2024-01-31,1,Miami Beach,235,4430.65
2024-02-01,1,Miami Beach,237,4266.01
2024-02-02,1,Miami Beach,232,4299.08
2024-02-03,1,Miami Beach,275,5187.86
2024-02-04,1,Miami Beach,220,3868.01
2024-02-05,1,Miami Beach,213,4194.88
2024-02-06,1,Miami Beach,205,3768.48
2024-02-07,1,Miami Beach,235,4725.84
2024-02-08,1,Miami Beach,213,4102.28
2024-02-09,1,Miami Beach,213,4004.03
2024-02-10,1,Miami Beach,274,5010.63
2024-02-11,1,Miami Beach,256,4604.81
2024-02-12,1,Miami Beach,219,4054.42
2024-02-13,1,Miami Beach,184,3180.54
2024-02-14,1,Miami Beach,211,3602.85
2024-02-15,1,Miami Beach,238,4599.18
2024-02-16,1,Miami Beach,197,3557.25
2024-02-17,1,Miami Beach,286,5443.51
2024-02-18,1,Miami Beach,274,4867.79
2024-02-19,1,Miami Beach,207,3861.34
2024-02-20,1,Miami Beach,242,4486.22
2024-02-21,1,Miami Beach,214,4134.96
2024-02-22,1,Miami Beach,243,4565.52
2024-02-23,1,Miami Beach,223,4139.92
2024-02-24,1,Miami Beach,254,4784.47
2024-02-25,1,Miami Beach,253,4536.66
2024-02-26,1,Miami Beach,230,4528.03
2024-02-27,1,Miami Beach,217,4272.61
2024-02-28,1,Miami Beach,210,3556.05
2024-02-29,1,Miami Beach,188,3620.54
2024-03-01,1,Miami Beach,231,4351.57
2024-03-02,1,Miami Beach,239,4413.68
2024-03-03,1,Miami Beach,238,4429.25
2024-03-04,1,Miami Beach,212,4021.41
2024-03-05,1,Miami Beach,204,3542.1
2024-03-06,1,Miami Beach,230,4138.29
2024-03-07,1,Miami Beach,201,3436.95
2024-03-08,1,Miami Beach,211,4244.92
2024-03-09,1,Miami Beach,252,4861.85
2024-03-10,1,Miami Beach,266,5283.82
2024-03-11,1,Miami Beach,247,4449.56
2024-03-12,1,Miami Beach,210,3995.68
2024-03-13,1,Miami Beach,210,3720.17
2024-03-14,1,Miami Beach,225,4247.42
2024-03-15,1,Miami Beach,204,3892.41
2024-03-16,1,Miami Beach,302,5944.22
2024-03-17,1,Miami Beach,252,4661.03
2024-03-18,1,Miami Beach,228,4530.83
2024-03-19,1,Miami Beach,211,3752.59
2024-03-20,1,Miami Beach,254,4973.88
2024-03-21,1,Miami Beach,213,3568.75
2024-03-22,1,Miami Beach,191,3326.65
2024-03-23,1,Miami Beach,265,5013.09
2024-03-24,1,Miami Beach,251,4927.83
2024-03-25,1,Miami Beach,216,3942.8
2024-03-26,1,Miami Beach,203,3699.64
2024-03-27,1,Miami Beach,191,3409.81
2024-03-28,1,Miami Beach,255,4579.25
2024-03-29,1,Miami Beach,216,3801.5
2024-03-30,1,Miami Beach,250,4445.63
2024-03-31,1,Miami Beach,253,4767.82
2024-04-01,1,Miami Beach,225,4564.9
2024-04-02,1,Miami Beach,200,3513.26
2024-04-03,1,Miami Beach,214,3816.97
2024-04-04,1,Miami Beach,217,4257.97
2024-04-05,1,Miami Beach,191,3751.93
2024-04-06,1,Miami Beach,269,5231.91
2024-04-07,1,Miami Beach,246,4115.08
2024-04-08,1,Miami Beach,188,3195.76
2024-04-09,1,Miami Beach,212,3764.52
2024-04-10,1,Miami Beach,252,4507.85
2024-04-11,1,Miami Beach,240,4387.66
2024-04-12,1,Miami Beach,214,3971.37
2024-04-13,1,Miami Beach,259,4661.98
2024-04-14,1,Miami Beach,278,5202.86
2024-04-15,1,Miami Beach,202,3637.99
2024-04-16,1,Miami Beach,201,3402.02
2024-04-17,1,Miami Beach,218,4377.65
2024-04-18,1,Miami Beach,215,3839.38
2024-04-19,1,Miami Beach,242,4379.63
2024-04-20,1,Miami Beach,274,4815.67
2024-04-21,1,Miami Beach,221,4105.72
2024-04-22,1,Miami Beach,230,4285.38
2024-04-23,1,Miami Beach,218,3718.47
2024-04-24,1,Miami Beach,225,4047.28
2024-04-25,1,Miami Beach,189,3429.78
2024-04-26,1,Miami Beach,243,4654.97
2024-04-27,1,Miami Beach,263,4883.35
2024-04-28,1,Miami Beach,241,4684.22
2024-04-29,1,Miami Beach,216,3734.49
2024-04-30,1,Miami Beach,217,4726.34
2024-05-01,1,Miami Beach,210,3548.94
2024-05-02,1,Miami Beach,237,4241.25
2024-05-03,1,Miami Beach,211,3955.3
2024-05-04,1,Miami Beach,286,5151.17
2024-05-05,1,Miami Beach,254,4700.21
2024-05-06,1,Miami Beach,216,3961.79
2024-05-07,1,Miami Beach,223,4226.77
2024-05-08,1,Miami Beach,184,3494.43
2024-05-09,1,Miami Beach,253,4586.02
2024-05-10,1,Miami Beach,231,4106.19
2024-05-11,1,Miami Beach,242,4836.22
2024-05-12,1,Miami Beach,264,5077.47
2024-05-13,1,Miami Beach,214,3822.8
2024-05-14,1,Miami Beach,289,5467.2
2024-05-15,1,Miami Beach,210,3916.2
2024-05-16,1,Miami Beach,231,4483.27
2024-05-17,1,Miami Beach,234,4191.45
2024-05-18,1,Miami Beach,279,4998.11
2024-05-19,1,Miami Beach,237,4438.13
2024-05-20,1,Miami Beach,218,4313.94
2024-05-21,1,Miami Beach,222,4139.64
2024-05-22,1,Miami Beach,196,3662.29
2024-05-23,1,Miami Beach,238,4543.39
2024-05-24,1,Miami Beach,271,5123.37
2024-05-25,1,Miami Beach,275,5192.29
2024-05-26,1,Miami Beach,255,4506.83
2024-05-27,1,Miami Beach,239,4630.47
2024-05-28,1,Miami Beach,214,4091.14
2024-05-29,1,Miami Beach,215,4032.0
2024-05-30,1,Miami Beach,266,5303.56
2024-05-31,1,Miami Beach,261,4692.18
2024-06-01,1,Miami Beach,298,5194.27
2024-06-02,1,Miami Beach,258,4965.94
2024-06-03,1,Miami Beach,221,3911.18
2024-06-04,1,Miami Beach,332,6321.46
2024-06-05,1,Miami Beach,265,5340.92
2024-06-06,1,Miami Beach,283,5525.88
2024-06-07,1,Miami Beach,277,4995.17
2024-06-08,1,Miami Beach,301,5705.51
2024-06-09,1,Miami Beach,291,5360.61
2024-06-10,1,Miami Beach,268,5228.36
2024-06-11,1,Miami Beach,269,5195.56
2024-06-12,1,Miami Beach,268,5251.89
2024-06-13,1,Miami Beach,256,4844.33
2024-06-14,1,Miami Beach,268,4592.53
2024-06-15,1,Miami Beach,318,6244.82
2024-06-16,1,Miami Beach,320,5818.09
2024-06-17,1,Miami Beach,287,5733.53
2024-06-18,1,Miami Beach,310,5748.62
2024-06-19,1,Miami Beach,282,5326.67
2024-06-20,1,Miami Beach,268,5171.75
2024-06-21,1,Miami Beach,275,4985.48
2024-06-22,1,Miami Beach,344,6075.61
2024-06-23,1,Miami Beach,313,5917.31
2024-06-24,1,Miami Beach,303,5513.55
2024-06-25,1,Miami Beach,254,5108.98
2024-06-26,1,Miami Beach,262,4681.52
2024-06-27,1,Miami Beach,282,5461.64
2024-06-28,1,Miami Beach,326,6397.23
2024-06-29,1,Miami Beach,340,6599.95
2024-06-30,1,Miami Beach,318,6301.95
2024-07-01,1,Miami Beach,303,6201.96
2024-07-02,1,Miami Beach,320,6285.52
2024-07-03,1,Miami Beach,313,6099.25
2024-07-04,1,Miami Beach,303,5417.02
2024-07-05,1,Miami Beach,279,5305.52
2024-07-06,1,Miami Beach,349,6673.21
2024-07-07,1,Miami Beach,361,6399.43
2024-07-08,1,Miami Beach,313,5741.33
2024-07-09,1,Miami Beach,305,5571.21
2024-07-10,1,Miami Beach,288,5281.32
2024-07-11,1,Miami Beach,275,5308.75
2024-07-12,1,Miami Beach,271,5454.6
2024-07-13,1,Miami Beach,352,6991.66
2024-07-14,1,Miami Beach,343,6507.52
2024-07-15,1,Miami Beach,311,5827.85
2024-07-16,1,Miami Beach,348,6290.64
2024-07-17,1,Miami Beach,310,5660.66
2024-07-18,1,Miami Beach,307,5587.65
2024-07-19,1,Miami Beach,306,5426.66
2024-07-20,1,Miami Beach,372,7397.45
2024-07-21,1,Miami Beach,369,7295.81
2024-07-22,1,Miami Beach,357,7358.0
2024-07-23,1,Miami Beach,280,5232.58
2024-07-24,1,Miami Beach,317,6006.69
2024-07-25,1,Miami Beach,358,6635.22
2024-07-26,1,Miami Beach,275,5150.37
2024-07-27,1,Miami Beach,340,6573.36
2024-07-28,1,Miami Beach,371,6871.68
2024-07-29,1,Miami Beach,319,5743.35
2024-07-30,1,Miami Beach,311,5960.65
2024-07-31,1,Miami Beach,364,6902.19
2024-08-01,1,Miami Beach,349,5961.63
2024-08-02,1,Miami Beach,332,6166.96
2024-08-03,1,Miami Beach,376,7676.62
2024-08-04,1,Miami Beach,364,6371.21
2024-08-05,1,Miami Beach,333,6033.42
2024-08-06,1,Miami Beach,371,6547.0
2024-08-07,1,Miami Beach,348,6398.43
2024-08-08,1,Miami Beach,376,7432.6
2024-08-09,1,Miami Beach,295,5635.69
2024-08-10,1,Miami Beach,386,6999.46
2024-08-11,1,Miami Beach,402,7651.68
2024-08-12,1,Miami Beach,309,5261.23
2024-08-13,1,Miami Beach,369,6822.26
2024-08-14,1,Miami Beach,303,5950.3
2024-08-15,1,Miami Beach,331,6148.9
2024-08-16,1,Miami Beach,307,5466.52
2024-08-17,1,Miami Beach,341,6251.05
2024-08-18,1,Miami Beach,360,6783.2
2024-08-19,1,Miami Beach,317,5864.66
2024-08-20,1,Miami Beach,327,6396.56
2024-08-21,1,Miami Beach,369,6414.02
2024-08-22,1,Miami Beach,351,6369.88
2024-08-23,1,Miami Beach,319,5941.05
2024-08-24,1,Miami Beach,372,6173.9
2024-08-25,1,Miami Beach,343,6477.37
2024-08-26,1,Miami Beach,330,5947.82
2024-08-27,1,Miami Beach,312,5772.77
2024-08-28,1,Miami Beach,327,5913.02
